18.27   83.657   24.432
18.44   84.782   25.457
19.815   85.011   26.19
20.381   86.156   26.159
17.365   83.51   24.008
18.234   85.635   24.953
17.702   84.576   26.233
20.376   83.932   26.897
21.78   83.931   27.494
22.042   85.101   28.564
23.208   85.62   28.684
22.811   84.026   26.369
22.774   82.867   25.381
23.878   82.992   24.341
23.82   81.854   23.333
24.868   81.985   22.285
19.795   83.113   27.006
21.889   83.043   27.968
22.654   84.948   25.808
23.813   84.07   26.796
22.898   81.927   25.919
21.81   82.851   24.875
23.775   83.94   23.813
24.848   82.976   24.837
23.955   80.904   23.848
22.842   81.844   22.851
24.796   81.213   21.637
24.741   82.855   21.787
25.781   81.975   22.718
21.013   85.436   29.473
21.105   86.49   30.587
22.319   86.313   31.616
23.043   87.294   32.02
19.791   86.51   31.39
18.648   87.056   30.529
19.953   87.341   32.654
17.278   86.855   31.135
20.153   84.92   29.354
21.225   87.38   30.122
19.519   85.493   31.667
18.795   88.122   30.363
18.663   86.569   29.554
19.015   87.345   33.208
20.739   86.91   33.273
20.221   88.363   32.386
16.521   87.267   30.468
17.096   85.79   31.278
17.228   87.364   32.097
22.626   84.99   31.98
23.847   84.501   32.737
25.227   84.615   31.937
26.312   84.975   32.521
23.631   83.043   33.147
24.76   82.475   33.954
25.535   81.403   33.63
25.249   82.952   35.232
26.467   81.178   34.612
26.308   82.117   35.599
24.878   84.004   36.079
27.006   82.297   36.783
25.58   84.184   37.265
26.616   83.353   37.607
21.93   84.32   31.684
23.919   85.082   33.563
22.716   82.962   33.734
23.505   82.429   32.256
25.43   80.81   32.723
27.158   80.441   34.61
24.058   84.668   35.811
27.832   81.647   37.073
25.284   85.005   37.919
27.145   83.524   38.545
25.22   84.323   30.562
26.444   84.425   29.678
26.985   85.913   29.529
28.24   86.175   29.579
26.127   83.862   28.291
27.296   83.889   27.353
28.267   82.94   27.233
27.624   84.922   26.393
29.173   83.31   26.27
28.794   84.519   25.745
27.027   86.138   26.038
29.388   85.289   24.757
27.621   86.909   25.046
28.771   86.495   24.422
24.343   84.032   30.155
27.166   83.868   30.118
25.788   82.83   28.386
25.315   84.433   27.843
28.316   82.022   27.816
29.986   82.779   25.993
26.113   86.47   26.528
30.301   84.977   24.25
27.15   87.855   24.775
29.21   87.124   23.648
26.032   86.942   29.397
26.365   88.423   29.407
26.86   88.846   30.858
27.828   89.675   31.004
25.17   89.253   28.974
24.898   89.147   27.499
25.786   88.795   26.715
23.686   89.446   27.106
25.07   86.655   29.289
27.118   88.569   28.747
24.284   88.928   29.52
25.344   90.299   29.225
23.447   89.393   26.136
22.998   89.726   27.776
26.243   88.228   31.967
26.677   88.434   33.414
28.158   87.948   33.741
28.994   88.727   34.325
25.702   87.711   34.361
24.326   88.38   34.325
26.252   87.694   35.779
23.237   87.576   34.997
25.466   87.613   31.769
26.632   89.431   33.585
25.562   86.684   34.024
24.382   89.353   34.812
24.032   88.551   33.289
25.551   87.18   36.436
27.209   87.174   35.792
26.391   88.718   36.127
22.292   88.115   34.93
23.14   86.609   34.501
23.493   87.423   36.045
28.554   86.668   33.304
29.975   86.154   33.44
31.107   87.111   32.863
32.098   87.452   33.605
30.09   84.804   32.748
31.467   84.163   32.82
31.493   82.841   32.144
32.819   82.245   32.17
33.137   81.061   31.611
32.216   80.36   30.987
34.375   80.604   31.689
27.854   86.074   32.883
30.14   86.044   34.433
29.378   84.107   33.189
29.832   84.912   31.694
32.196   84.811   32.335
31.747   84.02   33.865
30.804   82.162   32.645
31.193   82.959   31.103
33.555   82.755   32.641
31.27   80.71   30.927
32.455   79.473   30.568
35.083   81.143   32.169
34.613   79.718   31.27
30.985   87.608   31.548
31.96   88.625   30.973
31.894   90.006   31.765
32.961   90.664   32.038
31.675   88.856   29.488
32.041   87.684   28.587
31.748   87.996   27.128
32.061   86.806   26.232
33.513   86.481   26.227
30.224   87.276   30.973
32.889   88.237   31.077
30.614   89.066   29.35
32.229   89.729   29.143
33.102   87.458   28.696
31.469   86.805   28.884
30.695   88.258   27.015
32.352   88.846   26.809
31.508   85.935   26.579
31.747   87.026   25.212
33.679   85.688   25.622
34.036   87.277   25.888
33.812   86.257   27.165
30.63   90.477   32.169
30.436   91.727   33.025
31.297   91.618   34.352
32.166   92.517   34.641
28.954   91.943   33.382
28.19   92.116   32.181
28.791   93.173   34.263
29.82   89.954   31.87
30.766   92.516   32.484
28.577   91.07   33.914
28.276   91.333   31.633
27.738   93.31   34.506
29.362   93.04   35.182
29.158   94.051   33.733
31.152   90.486   35.178
32.029   90.219   36.398
33.579   90.04   36.1
34.465   90.528   36.891
31.535   88.963   37.116
29.933   89.16   37.932
30.426   89.825   34.94
31.923   91.023   37.003
31.45   88.144   36.4
32.263   88.664   37.87
29.253   89.464   36.831
33.941   89.373   34.91
35.351   89.307   34.354
35.94   90.775   34.116
37.121   91.096   34.493
35.373   88.502   33.053
36.748   88.38   32.434
37.657   87.463   32.939
37.098   89.185   31.36
38.913   87.352   32.374
38.354   89.073   30.794
39.259   88.161   31.298
33.193   88.914   34.41
35.922   88.836   35.044
34.994   87.496   33.241
34.712   88.97   32.324
37.382   86.83   33.783
36.384   89.906   30.963
38.63   89.707   29.951
35.11   91.75   33.538
35.521   93.205   33.417
35.748   93.911   34.826
36.666   94.798   34.961
34.47   93.976   32.617
34.428   93.628   31.135
33.35   94.421   30.411
33.302   94.07   28.931
32.226   94.81   28.218
34.206   91.464   33.191
36.398   93.218   32.912
33.481   93.783   33.034
34.659   95.046   32.704
35.395   93.848   30.681
34.225   92.564   31.016
32.378   94.207   30.859
33.552   95.487   30.515
34.259   94.309   28.47
33.126   93.0   28.817
32.228   94.549   27.242
31.331   94.581   28.626
32.389   95.803   28.301
34.916   93.545   35.901
35.085   94.114   37.301
36.483   93.638   37.887
37.271   94.49   38.431
33.943   93.67   38.233
32.618   94.295   37.789
34.256   94.044   39.673
31.405   93.703   38.47
34.178   92.877   35.727
35.086   95.124   37.222
33.819   92.589   38.167
32.635   95.365   37.992
32.499   94.169   36.713
33.438   93.724   40.318
35.177   93.554   39.985
34.376   95.125   39.751
30.504   94.196   38.103
31.349   92.636   38.25
31.485   93.848   39.546
36.853   92.283   37.75
38.152   91.721   38.325
38.119   90.184   38.231
37.003   89.636   39.106
36.23   91.666   37.25
38.174   92.009   39.296
37.943   89.896   37.194
36.985   88.548   39.034
37.175   89.928   40.142
36.046   90.037   38.771
38.644   92.33   35.744
39.74   92.868   33.611
39.041   97.508   36.81
39.051   98.993   36.616
39.998   99.812   37.194
38.23   99.805   35.91
39.759   101.066   36.85
38.692   101.088   36.073
39.19   94.943   36.358
38.2   97.097   36.251
38.864   97.303   37.865
37.363   99.499   35.323
40.343   101.934   37.156
38.278   101.913   35.661
39.799   102.296   41.463
38.613   101.901   42.194
39.443   103.762   43.123
38.431   102.84   43.213
37.704   100.843   42.066
37.376   102.756   44.108
36.646   100.76   42.963
36.486   101.692   43.957
39.61   101.087   39.741
39.569   104.556   43.734
37.825   100.102   41.277
37.233   103.486   44.905
35.943   99.933   42.857
35.644   101.597   44.643
38.712   96.418   41.195
38.144   95.281   41.996
37.053   95.478   42.83
36.53   94.432   43.567
37.092   93.177   43.479
37.883   96.969   40.753
36.608   96.471   42.898
35.673   94.601   44.218
36.682   92.353   44.061
31.421   94.769   67.406
30.613   95.319   69.583
30.619   94.039   67.291
29.978   94.647   69.323
33.755   96.048   59.027
33.883   97.471   59.52
32.856   95.978   58.416
34.145   96.044   56.293
32.99   97.743   60.084
33.991   98.142   58.67
33.679   90.093   54.855
34.107   90.573   53.383
33.686   89.951   52.34
32.636   91.056   55.427
31.819   90.47   56.557
31.846   91.063   57.811
31.044   89.341   56.34
31.1   90.528   58.844
30.298   88.806   57.373
30.325   89.395   58.62
29.582   88.863   59.649
33.267   89.172   54.774
33.133   91.954   55.795
31.951   91.362   54.636
32.456   91.95   57.982
31.024   88.875   55.355
31.121   90.993   59.829
29.689   87.918   57.202
29.107   88.09   59.332
34.632   92.491   51.406
34.85   95.004   51.92
34.921   94.283   53.521
34.101   86.97   49.823
33.904   86.171   48.837
32.791   85.387   51.762
33.582   87.159   52.664
32.114   85.185   52.591
32.258   85.932   50.984
33.161   84.445   51.357
32.967   84.874   54.489
33.639   88.296   49.777
32.932   88.892   48.578
33.87   88.917   47.278
33.42   88.569   46.124
32.464   90.315   48.909
31.331   90.42   49.938
31.101   91.883   50.292
30.069   89.789   49.37
33.793   88.87   50.593
32.133   88.302   48.384
33.313   90.879   49.292
32.122   90.791   47.99
31.619   89.897   50.851
30.296   91.958   51.024
32.013   92.304   50.714
30.827   92.435   49.394
29.264   89.863   50.102
29.779   90.312   48.458
30.257   88.74   49.143
35.233   89.258   47.447
35.511   89.562   48.369
35.963   89.812   45.604
35.167   84.852   45.309
35.318   84.174   44.226
33.922   85.396   45.664
32.67   85.235   44.825
32.817   85.863   43.369
32.448   85.195   42.337
31.481   85.885   45.544
31.003   85.174   46.816
29.954   86.03   47.513
30.441   83.807   46.453
33.872   85.92   46.526
32.511   84.24   44.727
31.755   86.903   45.816
30.639   85.93   44.853
31.842   85.051   47.501
29.615   85.524   48.418
30.389   86.993   47.779
29.108   86.184   46.845
30.102   83.301   47.358
29.601   83.93   45.769
31.216   83.211   45.973
33.441   87.118   43.219
33.763   87.698   41.847
34.757   86.812   40.97
34.549   86.666   39.711
34.365   89.098   42.019
33.402   90.179   42.528
34.178   91.458   42.812
32.314   90.418   41.492
33.681   87.647   44.045
32.882   87.763   41.351
35.194   89.036   42.722
34.756   89.429   41.057
32.948   89.85   43.463
33.494   92.225   43.174
34.936   91.262   43.57
34.659   91.802   41.897
31.629   91.185   41.854
32.768   90.748   40.557
31.764   89.492   41.321
35.837   86.152   41.603
35.951   83.829   40.426
36.051   83.378   39.23
36.023   86.353   42.575
35.14   83.18   41.376
34.289   81.964   41.055
33.199   82.264   39.933
33.005   81.428   38.978
33.591   81.466   42.322
34.54   81.067   43.411
34.247   80.936   44.823
33.091   81.119   45.593
33.161   80.903   46.964
35.133   83.551   42.315
34.918   81.25   40.707
32.936   82.248   42.708
32.966   80.607   42.079
32.157   81.428   45.125
32.257   81.047   47.556
32.482   83.48   39.976
31.531   83.877   38.851
32.271   84.202   37.476
31.874   83.672   36.379
30.694   85.1   39.269
29.749   84.733   40.416
29.911   85.639   38.081
29.091   85.927   41.07
32.598   84.101   40.764
30.918   83.086   38.7
31.354   85.882   39.642
28.966   84.072   40.045
30.301   84.188   41.182
29.325   86.503   38.394
30.603   85.936   37.295
29.243   84.865   37.704
28.437   85.587   41.873
29.857   86.586   41.48
28.504   86.469   40.33
33.395   85.049   37.503
34.149   85.467   36.259
34.919   84.291   35.516
34.761   84.062   34.261
35.132   86.572   36.618
33.704   85.389   38.403
33.457   85.836   35.62
35.653   86.901   35.72
34.592   87.412   37.054
35.856   86.194   37.339
35.758   83.477   36.291
36.663   82.424   35.696
35.927   81.024   35.592
36.019   80.287   34.546
35.749   83.608   37.292
36.903   82.732   34.762
35.092   80.64   36.656
34.532   79.233   36.826
35.495   78.311   37.656
34.859   81.348   37.338
33.658   79.321   37.33
34.425   78.81   35.828
34.892   77.229   38.322
34.559   75.332   39.918
33.927   77.058   38.079
33.726   75.874   40.368
34.155   74.721   39.111
35.769   75.117   37.015
31.122   82.111   56.806
31.674   80.263   55.2
31.736   86.038   59.6
30.865   84.834   61.149
30.914   87.149   61.961
30.856   86.673   59.497
31.697   85.241   58.856
29.278   80.373   64.389
29.3   78.719   61.456
30.268   80.289   59.762
29.589   81.444   62.063
29.323   77.92   60.714
29.443   78.295   62.45
28.336   79.226   61.412
30.278   79.477   59.035
29.327   80.833   59.687
28.081   83.502   66.11
27.176   82.31   66.661
26.048   82.549   67.218
27.729   83.787   64.638
28.502   84.898   64.166
26.249   84.106   64.496
27.899   84.331   66.662
27.966   82.913   64.032
29.386   84.599   63.939
26.019   84.305   63.449
25.659   83.259   64.843
26.008   84.985   65.092
27.657   80.99   66.53
27.0   79.745   67.118
26.945   79.898   68.704
25.847   79.78   69.36
27.777   78.481   66.731
27.511   77.942   65.319
28.438   76.767   65.04
26.051   77.528   65.201
28.509   80.892   65.997
26.055   79.698   66.757
27.531   77.69   67.439
27.728   78.719   64.586
28.248   76.384   64.037
25.862   77.145   64.198
25.834   76.75   65.933
25.412   78.39   65.388
27.415   79.558   71.286
26.171   75.272   70.793
25.932   74.238   71.691
24.643   73.812   71.914
25.343   75.744   70.266
24.039   74.328   71.375
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
0.0   0.0   0.0
